LATITUDE,LONGITUDE,ALTITUDE
29.508847499999998,-13.72456,21856
29.51065,-13.72456,21868
29.5125375,-13.72456,21876
29.514425,-13.72456,21884
29.516312499999998,-13.72456,21892
29.5182,-13.72456,21900
29.5200025,-13.72456,21904
29.521805,-13.72456,21908
29.5236075,-13.7247325,21912
29.52541,-13.724905,21916
29.5273,-13.725077500000001,21920
29.52919,-13.72525,21920
29.53108,-13.72525,21928
29.53297,-13.72525,21928
29.5348575,-13.72525,21932
29.536745,-13.72525,21936
29.5386325,-13.72525,21940
29.54052,-13.72525,21944
29.5423225,-13.72525,21948
29.544125,-13.72525,21952
29.5459275,-13.72525,21960
29.54773,-13.72525,21964
29.5496175,-13.72525,21968
29.551505,-13.72525,21976
29.5533925,-13.72525,21980
29.55528,-13.72525,21988
29.55717,-13.72525,21992
29.559060000000002,-13.72525,21996
29.560950000000002,-13.72525,22004
29.56284,-13.72525,22008
29.564812500000002,-13.72525,22016
29.566785000000003,-13.72525,22020
29.5687575,-13.72542,22024
29.57073,-13.72559,22032
29.57262,-13.725760000000001,22036
29.57451,-13.72593,22040
29.5764,-13.72593,22048
29.57829,-13.72593,22052
29.5802625,-13.72593,22056
29.582234999999997,-13.72593,22060
29.584207499999998,-13.72593,22064
29.58618,-13.72593,22072
29.5880675,-13.72593,22072
29.589955,-13.72593,22080
29.5918425,-13.72593,22084
29.59373,-13.72593,22092
29.595705000000002,-13.72593,22096
29.59768,-13.72593,22104
29.599655,-13.72593,22112
29.60163,-13.72593,22120
29.603605,-13.72593,22128
29.60558,-13.72593,22136
29.607554999999998,-13.7261025,22148
29.60953,-13.726275000000001,22160
29.6115025,-13.7264475,22172
29.613475,-13.72662,22180
29.6154475,-13.72662,22196
29.61742,-13.72662,22208
29.619394999999997,-13.72662,22220
29.62137,-13.72662,22232
29.623345,-13.72662,22244
29.62532,-13.72662,22260
29.627295,-13.72662,22268
29.629269999999998,-13.72662,22284
29.631245,-13.72662,22296
29.63322,-13.72662,22308
29.635192500000002,-13.72662,22324
29.637165000000003,-13.72662,22336
29.6391375,-13.72662,22348
29.64111,-13.72662,22360
29.643085,-13.72662,22372
29.64506,-13.72662,22384
29.647035000000002,-13.7267925,22396
29.64901,-13.726965,22408
29.650985,-13.7271375,22420
29.65296,-13.72731,22436
29.654935000000002,-13.72731,22452
29.65691,-13.72731,22468
29.65897,-13.72731,22484
29.66103,-13.72731,22500
29.66309,-13.72731,22520
29.66515,-13.72731,22536
